Stock,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume,Market Cap,Beta (3Y Monthly),PE Ratio (TTM),EPS (TTM),Earnings Date,Forward Dividend & Yield,Ex-Dividend Date,1y Target Est
AAPL,200.10,200.32,199.10 x 1200,199.23 x 1800,199.23 - 202.85,142.00 - 233.47,"35,768,237","29,132,290",940.698B,0.91,16.46,12.12,"Apr 30, 2019",2.92 (1.50%),2019-02-08,190.94
